10000   1   132.8049446667           3.6721616039           1.9162884970 1.1063696796
10000   2   183.3336700000           .0605802194           .2461304926 .1421035061
10000   3   209.4828873334           .1340818304           .3661718591 .2114094214
10000   4   223.7610780000           1.7964554940           1.3403191761 .7738336371
10000   1   226.1898556667           .0099837331           .0999186323 .0576880492
10000   2   448.2722323334           .0504538335           .2246193079 .1296840178
10000   3   665.1568176667           .4983964715           .7059720047 .4075931269
10000   4   864.3447016666           5.9834870421           2.4461167269 1.4122661508
